0,0.01,0.9534117647058823,0.01,0.9534117647058823,1.01,0.01,0.01,0.01,0.01,0.01,0.01,0.175,0.1696774193548387,0.7417391304347826,0.5972881355932204,0.5301694915254238,0.6699999999999999
1,0.1148235294117647,0.8485882352941176,0.1148235294117647,0.8485882352941176,0.01,0.01,0.01,0.01,0.01,0.01,1.01,0.175,0.1696774193548387,0.7417391304347826,0.5972881355932204,0.5301694915254238,0.6699999999999999
2,0.21964705882352942,0.743764705882353,0.21964705882352942,0.743764705882353,0.01,1.01,0.01,0.01,0.01,0.01,0.01,0.175,0.1696774193548387,0.7417391304347826,0.5972881355932204,0.5301694915254238,0.6699999999999999
3,0.3244705882352941,0.6389411764705882,0.3244705882352941,0.6389411764705882,0.01,0.01,0.01,0.01,0.01,1.01,0.01,0.175,0.1696774193548387,0.7417391304347826,0.5972881355932204,0.5301694915254238,0.6699999999999999
4,0.4292941176470588,0.5341176470588236,0.4292941176470588,0.5341176470588236,0.01,0.01,1.01,0.01,0.01,0.01,0.01,0.175,0.1696774193548387,0.7417391304347826,0.5972881355932204,0.5301694915254238,0.6699999999999999
5,0.5341176470588236,0.4292941176470588,0.5341176470588236,0.4292941176470588,0.01,0.01,0.01,0.01,1.01,0.01,0.01,0.175,0.1696774193548387,0.7417391304347826,0.5972881355932204,0.5301694915254238,0.6699999999999999
6,0.6389411764705882,0.3244705882352941,0.6389411764705882,0.3244705882352941,0.01,0.01,0.01,1.01,0.01,0.01,0.01,0.175,0.1696774193548387,0.7417391304347826,0.5972881355932204,0.5301694915254238,0.6699999999999999
7,0.743764705882353,0.21964705882352942,0.743764705882353,0.21964705882352942,0.01,0.01,1.01,0.01,0.01,0.01,0.01,0.175,0.1696774193548387,0.7417391304347826,0.5972881355932204,0.5301694915254238,0.6699999999999999
8,0.8485882352941176,0.1148235294117647,0.8485882352941176,0.1148235294117647,0.01,0.01,0.01,0.01,1.01,0.01,0.01,0.175,0.1696774193548387,0.7417391304347826,0.5972881355932204,0.5301694915254238,0.6699999999999999
9,0.9534117647058823,0.01,0.9534117647058823,0.01,0.01,1.01,0.01,0.01,0.01,0.01,0.01,0.175,0.1696774193548387,0.7417391304347826,0.5972881355932204,0.5301694915254238,0.6699999999999999
0,0.01,0.9534117647058823,0.01,0.9534117647058823,1.01,0.01,0.01,0.01,0.01,0.01,0.01,0.175,0.1696774193548387,0.7417391304347826,0.5972881355932204,0.5301694915254238,0.6699999999999999
1,0.1148235294117647,0.8485882352941176,0.1148235294117647,0.8485882352941176,0.01,0.01,0.01,0.01,0.01,0.01,1.01,0.175,0.1696774193548387,0.7417391304347826,0.5972881355932204,0.5301694915254238,0.6699999999999999
2,0.21964705882352942,0.743764705882353,0.21964705882352942,0.743764705882353,0.01,1.01,0.01,0.01,0.01,0.01,0.01,0.175,0.1696774193548387,0.7417391304347826,0.5972881355932204,0.5301694915254238,0.6699999999999999
3,0.3244705882352941,0.6389411764705882,0.3244705882352941,0.6389411764705882,0.01,0.01,0.01,0.01,0.01,1.01,0.01,0.175,0.1696774193548387,0.7417391304347826,0.5972881355932204,0.5301694915254238,0.6699999999999999
4,0.4292941176470588,0.5341176470588236,0.4292941176470588,0.5341176470588236,0.01,0.01,1.01,0.01,0.01,0.01,0.01,0.175,0.1696774193548387,0.7417391304347826,0.5972881355932204,0.5301694915254238,0.6699999999999999
5,0.5341176470588236,0.4292941176470588,0.5341176470588236,0.4292941176470588,0.01,0.01,0.01,0.01,1.01,0.01,0.01,0.175,0.1696774193548387,0.7417391304347826,0.5972881355932204,0.5301694915254238,0.6699999999999999
6,0.6389411764705882,0.3244705882352941,0.6389411764705882,0.3244705882352941,0.01,0.01,0.01,1.01,0.01,0.01,0.01,0.175,0.1696774193548387,0.7417391304347826,0.5972881355932204,0.5301694915254238,0.6699999999999999
